open_time_ms,open_time,close_time_ms,close_time,open,high,low,close,hl2_mid,volume
1610496000000,2021-01-13T00:00:00+00:00,1610582399999,2021-01-13T23:59:59.999000+00:00,34049.15,37850.0,32380.0,37371.38,35115.0,124477.914938
1610582400000,2021-01-14T00:00:00+00:00,1610668799999,2021-01-14T23:59:59.999000+00:00,37371.38,40100.0,36701.23,39144.5,38400.615000000005,102950.389421
1610668800000,2021-01-15T00:00:00+00:00,1610755199999,2021-01-15T23:59:59.999000+00:00,39145.21,39747.76,34408.0,36742.22,37077.880000000005,118300.920916
1610755200000,2021-01-16T00:00:00+00:00,1610841599999,2021-01-16T23:59:59.999000+00:00,36737.43,37950.0,35357.8,35994.98,36653.9,86348.431508
1610841600000,2021-01-17T00:00:00+00:00,1610927999999,2021-01-17T23:59:59.999000+00:00,35994.98,36852.5,33850.0,35828.61,35351.25,80157.727384
1610928000000,2021-01-18T00:00:00+00:00,1611014399999,2021-01-18T23:59:59.999000+00:00,35824.99,37469.83,34800.0,36631.27,36134.915,70698.11875
1611014400000,2021-01-19T00:00:00+00:00,1611100799999,2021-01-19T23:59:59.999000+00:00,36622.46,37850.0,35844.06,35891.49,36847.03,79611.307769
1611100800000,2021-01-20T00:00:00+00:00,1611187199999,2021-01-20T23:59:59.999000+00:00,35901.94,36415.31,33400.0,35468.23,34907.655,89368.422918
1611187200000,2021-01-21T00:00:00+00:00,1611273599999,2021-01-21T23:59:59.999000+00:00,35468.23,35600.0,30071.0,30850.13,32835.5,135004.076658
1611273600000,2021-01-22T00:00:00+00:00,1611359999999,2021-01-22T23:59:59.999000+00:00,30851.99,33826.53,28850.0,32945.17,31338.265,142971.684049
1611360000000,2021-01-23T00:00:00+00:00,1611446399999,2021-01-23T23:59:59.999000+00:00,32950.0,33456.0,31390.16,32078.0,32423.08,64595.287675
1611446400000,2021-01-24T00:00:00+00:00,1611532799999,2021-01-24T23:59:59.999000+00:00,32078.0,33071.0,30900.0,32259.9,31985.5,57978.037966
1611532800000,2021-01-25T00:00:00+00:00,1611619199999,2021-01-25T23:59:59.999000+00:00,32259.45,34875.0,31910.0,32254.2,33392.5,88499.226921
1611619200000,2021-01-26T00:00:00+00:00,1611705599999,2021-01-26T23:59:59.999000+00:00,32254.19,32921.88,30837.37,32467.77,31879.625,84972.20691
1611705600000,2021-01-27T00:00:00+00:00,1611791999999,2021-01-27T23:59:59.999000+00:00,32464.01,32557.29,29241.72,30366.15,30899.505,95911.961711
1611792000000,2021-01-28T00:00:00+00:00,1611878399999,2021-01-28T23:59:59.999000+00:00,30362.19,33783.98,29842.1,33364.86,31813.04,92621.145617
1611878400000,2021-01-29T00:00:00+00:00,1611964799999,2021-01-29T23:59:59.999000+00:00,33368.18,38531.9,31915.4,34252.2,35223.65,231827.005626
1611964800000,2021-01-30T00:00:00+00:00,1612051199999,2021-01-30T23:59:59.999000+00:00,34246.28,34933.0,32825.0,34262.88,33879.0,84889.68134
1612051200000,2021-01-31T00:00:00+00:00,1612137599999,2021-01-31T23:59:59.999000+00:00,34262.89,34342.69,32171.67,33092.98,33257.18,68742.280384
1612137600000,2021-02-01T00:00:00+00:00,1612223999999,2021-02-01T23:59:59.999000+00:00,33092.97,34717.27,32296.16,33526.37,33506.715,82718.276882
1612224000000,2021-02-02T00:00:00+00:00,1612310399999,2021-02-02T23:59:59.999000+00:00,33517.09,35984.33,33418.0,35466.24,34701.165,78056.65988
1612310400000,2021-02-03T00:00:00+00:00,1612396799999,2021-02-03T23:59:59.999000+00:00,35472.71,37662.63,35362.38,37618.87,36512.505,80784.333663
1612396800000,2021-02-04T00:00:00+00:00,1612483199999,2021-02-04T23:59:59.999000+00:00,37620.26,38708.27,36161.95,36936.66,37435.11,92080.735898
1612483200000,2021-02-05T00:00:00+00:00,1612569599999,2021-02-05T23:59:59.999000+00:00,36936.65,38310.12,36570.0,38290.24,37440.06,66681.334275
1612569600000,2021-02-06T00:00:00+00:00,1612655999999,2021-02-06T23:59:59.999000+00:00,38289.32,40955.51,38215.94,39186.94,39585.725000000006,98757.311183
1612656000000,2021-02-07T00:00:00+00:00,1612742399999,2021-02-07T23:59:59.999000+00:00,39181.01,39700.0,37351.0,38795.69,38525.5,84363.679763
1612742400000,2021-02-08T00:00:00+00:00,1612828799999,2021-02-08T23:59:59.999000+00:00,38795.69,46794.45,37988.89,46374.87,42391.67,138597.536914
1612828800000,2021-02-09T00:00:00+00:00,1612915199999,2021-02-09T23:59:59.999000+00:00,46374.86,48142.19,44961.09,46420.42,46551.64,115499.861712
1612915200000,2021-02-10T00:00:00+00:00,1613001599999,2021-02-10T23:59:59.999000+00:00,46420.42,47310.0,43727.0,44807.58,45518.5,97154.1822
1613001600000,2021-02-11T00:00:00+00:00,1613087999999,2021-02-11T23:59:59.999000+00:00,44807.58,48678.9,43994.02,47969.51,46336.46,89561.081454
1613088000000,2021-02-12T00:00:00+00:00,1613174399999,2021-02-12T23:59:59.999000+00:00,47968.66,48985.8,46125.0,47287.6,47555.4,85870.035697
1613174400000,2021-02-13T00:00:00+00:00,1613260799999,2021-02-13T23:59:59.999000+00:00,47298.15,48150.0,46202.53,47153.69,47176.265,63768.097399
1613260800000,2021-02-14T00:00:00+00:00,1613347199999,2021-02-14T23:59:59.999000+00:00,47156.78,49707.43,47014.17,48577.79,48360.8,73735.475533
1613347200000,2021-02-15T00:00:00+00:00,1613433599999,2021-02-15T23:59:59.999000+00:00,48580.47,49010.92,45570.79,47911.1,47290.854999999996,79398.156784
1613433600000,2021-02-16T00:00:00+00:00,1613519999999,2021-02-16T23:59:59.999000+00:00,47911.1,50689.18,47003.62,49133.45,48846.4,88813.266298
1613520000000,2021-02-17T00:00:00+00:00,1613606399999,2021-02-17T23:59:59.999000+00:00,49133.45,52618.74,48947.0,52119.71,50782.869999999995,85743.637818
1613606400000,2021-02-18T00:00:00+00:00,1613692799999,2021-02-18T23:59:59.999000+00:00,52117.67,52530.0,50901.9,51552.6,51715.95,60758.046954
1613692800000,2021-02-19T00:00:00+00:00,1613779199999,2021-02-19T23:59:59.999000+00:00,51552.61,56368.0,50710.2,55906.0,53539.1,79659.77802
1613779200000,2021-02-20T00:00:00+00:00,1613865599999,2021-02-20T23:59:59.999000+00:00,55906.0,57700.46,53863.93,55841.19,55782.195,80948.205314
1613865600000,2021-02-21T00:00:00+00:00,1613951999999,2021-02-21T23:59:59.999000+00:00,55841.19,58352.8,55477.59,57408.57,56915.195,58166.708511
1613952000000,2021-02-22T00:00:00+00:00,1614038399999,2021-02-22T23:59:59.999000+00:00,57412.35,57508.47,47622.0,54087.67,52565.235,134019.434944
1614038400000,2021-02-23T00:00:00+00:00,1614124799999,2021-02-23T23:59:59.999000+00:00,54087.67,54183.59,44892.56,48891.0,49538.075,169375.025051
1614124800000,2021-02-24T00:00:00+00:00,1614211199999,2021-02-24T23:59:59.999000+00:00,48891.0,51374.99,46988.69,49676.2,49181.84,91881.209252
1614211200000,2021-02-25T00:00:00+00:00,1614297599999,2021-02-25T23:59:59.999000+00:00,49676.21,52041.73,46674.34,47073.73,49358.035,83310.673121
1614297600000,2021-02-26T00:00:00+00:00,1614383999999,2021-02-26T23:59:59.999000+00:00,47073.73,48424.11,44106.78,46276.87,46265.445,109423.200663
1614384000000,2021-02-27T00:00:00+00:00,1614470399999,2021-02-27T23:59:59.999000+00:00,46276.88,48394.0,45000.0,46106.43,46697.0,66060.834292
1614470400000,2021-02-28T00:00:00+00:00,1614556799999,2021-02-28T23:59:59.999000+00:00,46103.67,46638.46,43000.0,45135.66,44819.229999999996,83055.369042
1614556800000,2021-03-01T00:00:00+00:00,1614643199999,2021-03-01T23:59:59.999000+00:00,45134.11,49790.0,44950.53,49587.03,47370.265,85086.111648
1614643200000,2021-03-02T00:00:00+00:00,1614729599999,2021-03-02T23:59:59.999000+00:00,49595.76,50200.0,47047.6,48440.65,48623.8,64221.06214
1614729600000,2021-03-03T00:00:00+00:00,1614815999999,2021-03-03T23:59:59.999000+00:00,48436.61,52640.0,48100.71,50349.37,50370.354999999996,81035.913705
1614816000000,2021-03-04T00:00:00+00:00,1614902399999,2021-03-04T23:59:59.999000+00:00,50349.37,51773.88,47500.0,48374.09,49636.94,82649.716829
1614902400000,2021-03-05T00:00:00+00:00,1614988799999,2021-03-05T23:59:59.999000+00:00,48374.09,49448.93,46300.0,48751.71,47874.465,78192.496372
1614988800000,2021-03-06T00:00:00+00:00,1615075199999,2021-03-06T23:59:59.999000+00:00,48746.81,49200.0,47070.0,48882.2,48135.0,44399.234242
1615075200000,2021-03-07T00:00:00+00:00,1615161599999,2021-03-07T23:59:59.999000+00:00,48882.2,51450.03,48882.2,50971.75,50166.115,55235.028032
1615161600000,2021-03-08T00:00:00+00:00,1615247999999,2021-03-08T23:59:59.999000+00:00,50959.11,52402.78,49274.67,52375.17,50838.725,66987.359664
1615248000000,2021-03-09T00:00:00+00:00,1615334399999,2021-03-09T23:59:59.999000+00:00,52375.18,54895.0,51789.41,54884.5,53342.205,71656.737076
1615334400000,2021-03-10T00:00:00+00:00,1615420799999,2021-03-10T23:59:59.999000+00:00,54874.67,57387.69,53005.0,55851.59,55196.345,84749.238943
1615420800000,2021-03-11T00:00:00+00:00,1615507199999,2021-03-11T23:59:59.999000+00:00,55851.59,58150.0,54272.82,57773.16,56211.41,81914.812859
1615507200000,2021-03-12T00:00:00+00:00,1615593599999,2021-03-12T23:59:59.999000+00:00,57773.15,58081.51,54962.84,57221.72,56522.175,73405.406047
1615593600000,2021-03-13T00:00:00+00:00,1615679999999,2021-03-13T23:59:59.999000+00:00,57221.72,61844.0,56078.23,61188.39,58961.115000000005,83245.091346
1615680000000,2021-03-14T00:00:00+00:00,1615766399999,2021-03-14T23:59:59.999000+00:00,61188.38,61724.79,58966.78,58968.31,60345.785,52601.05275
1615766400000,2021-03-15T00:00:00+00:00,1615852799999,2021-03-15T23:59:59.999000+00:00,58976.08,60633.43,54600.0,55605.2,57616.715,102771.427298
1615852800000,2021-03-16T00:00:00+00:00,1615939199999,2021-03-16T23:59:59.999000+00:00,55605.2,56938.29,53271.34,56900.75,55104.815,77986.694355
1615939200000,2021-03-17T00:00:00+00:00,1616025599999,2021-03-17T23:59:59.999000+00:00,56900.74,58974.73,54123.69,58912.97,56549.21000000001,70421.620841
1616025600000,2021-03-18T00:00:00+00:00,1616111999999,2021-03-18T23:59:59.999000+00:00,58912.97,60129.97,57023.0,57648.16,58576.485,66580.406675
1616112000000,2021-03-19T00:00:00+00:00,1616198399999,2021-03-19T23:59:59.999000+00:00,57641.0,59468.0,56270.74,58030.01,57869.369999999995,52392.652961
1616198400000,2021-03-20T00:00:00+00:00,1616284799999,2021-03-20T23:59:59.999000+00:00,58030.01,59880.0,57820.17,58102.28,58850.085,44476.941776
1616284800000,2021-03-21T00:00:00+00:00,1616371199999,2021-03-21T23:59:59.999000+00:00,58100.02,58589.1,55450.11,57351.56,57019.604999999996,48564.470274
1616371200000,2021-03-22T00:00:00+00:00,1616457599999,2021-03-22T23:59:59.999000+00:00,57351.56,58430.73,53650.0,54083.25,56040.365000000005,62581.626169
1616457600000,2021-03-23T00:00:00+00:00,1616543999999,2021-03-23T23:59:59.999000+00:00,54083.25,55830.9,53000.0,54340.89,54415.45,59789.365427
1616544000000,2021-03-24T00:00:00+00:00,1616630399999,2021-03-24T23:59:59.999000+00:00,54342.8,57200.0,51700.0,52303.65,54450.0,83537.465021
1616630400000,2021-03-25T00:00:00+00:00,1616716799999,2021-03-25T23:59:59.999000+00:00,52303.66,53287.0,50427.56,51293.78,51857.28,87400.534538
1616716800000,2021-03-26T00:00:00+00:00,1616803199999,2021-03-26T23:59:59.999000+00:00,51293.78,55073.46,51214.6,55025.59,53144.03,63813.774692
1616803200000,2021-03-27T00:00:00+00:00,1616889599999,2021-03-27T23:59:59.999000+00:00,55025.59,56700.36,53950.0,55817.14,55325.18,50105.475055
1616889600000,2021-03-28T00:00:00+00:00,1616975999999,2021-03-28T23:59:59.999000+00:00,55817.14,56559.75,54691.84,55777.63,55625.795,39050.387511
1616976000000,2021-03-29T00:00:00+00:00,1617062399999,2021-03-29T23:59:59.999000+00:00,55777.65,58405.82,54800.01,57635.47,56602.915,67857.937398
1617062400000,2021-03-30T00:00:00+00:00,1617148799999,2021-03-30T23:59:59.999000+00:00,57635.46,59368.0,57071.35,58746.57,58219.675,55122.443122
1617148800000,2021-03-31T00:00:00+00:00,1617235199999,2021-03-31T23:59:59.999000+00:00,58746.57,59800.0,56769.0,58740.55,58284.5,60975.542666
1617235200000,2021-04-01T00:00:00+00:00,1617321599999,2021-04-01T23:59:59.999000+00:00,58739.46,59490.0,57935.45,58720.44,58712.725,47415.61722
1617321600000,2021-04-02T00:00:00+00:00,1617407999999,2021-04-02T23:59:59.999000+00:00,58720.45,60200.0,58428.57,58950.01,59314.285,47382.418781
1617408000000,2021-04-03T00:00:00+00:00,1617494399999,2021-04-03T23:59:59.999000+00:00,58950.01,59791.72,56880.0,57051.94,58335.86,47409.852113
1617494400000,2021-04-04T00:00:00+00:00,1617580799999,2021-04-04T23:59:59.999000+00:00,57051.95,58492.85,56388.0,58202.01,57440.425,41314.081973
1617580800000,2021-04-05T00:00:00+00:00,1617667199999,2021-04-05T23:59:59.999000+00:00,58202.01,59272.0,56777.77,59129.99,58024.884999999995,54258.01579
1617667200000,2021-04-06T00:00:00+00:00,1617753599999,2021-04-06T23:59:59.999000+00:00,59129.99,59495.24,57413.02,57991.15,58454.13,54201.000727
1617753600000,2021-04-07T00:00:00+00:00,1617839999999,2021-04-07T23:59:59.999000+00:00,57990.03,58655.0,55473.0,55953.45,57064.0,71228.405659
1617840000000,2021-04-08T00:00:00+00:00,1617926399999,2021-04-08T23:59:59.999000+00:00,55953.44,58153.31,55700.0,58077.52,56926.655,44283.147019
1617926400000,2021-04-09T00:00:00+00:00,1618012799999,2021-04-09T23:59:59.999000+00:00,58077.52,58894.9,57654.0,58142.54,58274.45,40831.884911
1618012800000,2021-04-10T00:00:00+00:00,1618099199999,2021-04-10T23:59:59.999000+00:00,58142.55,61500.0,57900.01,59769.13,59700.005000000005,69906.424117
1618099200000,2021-04-11T00:00:00+00:00,1618185599999,2021-04-11T23:59:59.999000+00:00,59769.13,60699.0,59232.52,60002.43,59965.759999999995,41156.715391
1618185600000,2021-04-12T00:00:00+00:00,1618271999999,2021-04-12T23:59:59.999000+00:00,59998.8,61300.0,59350.59,59860.0,60325.295,56375.037117
1618272000000,2021-04-13T00:00:00+00:00,1618358399999,2021-04-13T23:59:59.999000+00:00,59860.01,63777.77,59805.15,63575.0,61791.46,82848.688746
1618358400000,2021-04-14T00:00:00+00:00,1618444799999,2021-04-14T23:59:59.999000+00:00,63575.01,64854.0,61301.0,62959.53,63077.5,82616.343993
1618444800000,2021-04-15T00:00:00+00:00,1618531199999,2021-04-15T23:59:59.999000+00:00,62959.53,63800.0,62020.0,63159.98,62910.0,51649.70034
1618531200000,2021-04-16T00:00:00+00:00,1618617599999,2021-04-16T23:59:59.999000+00:00,63158.74,63520.61,60000.0,61334.8,61760.305,91764.139884
1618617600000,2021-04-17T00:00:00+00:00,1618703999999,2021-04-17T23:59:59.999000+00:00,61334.81,62506.05,59580.91,60006.66,61043.48,58912.256128
1618704000000,2021-04-18T00:00:00+00:00,1618790399999,2021-04-18T23:59:59.999000+00:00,60006.67,60499.0,50931.3,56150.01,55715.15,124882.131824
1618790400000,2021-04-19T00:00:00+00:00,1618876799999,2021-04-19T23:59:59.999000+00:00,56150.01,57526.81,54221.58,55633.14,55874.195,78229.042267
1618876800000,2021-04-20T00:00:00+00:00,1618963199999,2021-04-20T23:59:59.999000+00:00,55633.14,57076.24,53329.96,56425.0,55203.1,72744.482151
1618963200000,2021-04-21T00:00:00+00:00,1619049599999,2021-04-21T23:59:59.999000+00:00,56425.0,56757.91,53536.02,53787.63,55146.965,66984.756909
1619049600000,2021-04-22T00:00:00+00:00,1619135999999,2021-04-22T23:59:59.999000+00:00,53787.62,55521.48,50500.0,51690.96,53010.740000000005,104656.631337
1619136000000,2021-04-23T00:00:00+00:00,1619222399999,2021-04-23T23:59:59.999000+00:00,51690.95,52131.85,47500.0,51125.14,49815.925,132230.780719
1619222400000,2021-04-24T00:00:00+00:00,1619308799999,2021-04-24T23:59:59.999000+00:00,51110.56,51166.22,48657.14,50047.84,49911.68,55361.512573
1619308800000,2021-04-25T00:00:00+00:00,1619395199999,2021-04-25T23:59:59.999000+00:00,50047.84,50567.91,46930.0,49066.77,48748.955,58255.645004
1619395200000,2021-04-26T00:00:00+00:00,1619481599999,2021-04-26T23:59:59.999000+00:00,49066.76,54356.62,48753.44,54001.39,51555.03,86310.802124
1619481600000,2021-04-27T00:00:00+00:00,1619567999999,2021-04-27T23:59:59.999000+00:00,54001.38,55460.0,53222.0,55011.97,54341.0,54064.034675
1619568000000,2021-04-28T00:00:00+00:00,1619654399999,2021-04-28T23:59:59.999000+00:00,55011.97,56428.0,53813.16,54846.22,55120.58,55130.459015
1619654400000,2021-04-29T00:00:00+00:00,1619740799999,2021-04-29T23:59:59.999000+00:00,54846.23,55195.84,52330.94,53555.0,53763.39,52486.019455
1619740800000,2021-04-30T00:00:00+00:00,1619827199999,2021-04-30T23:59:59.999000+00:00,53555.0,57963.0,53013.01,57694.27,55488.005000000005,68578.910045
1619827200000,2021-05-01T00:00:00+00:00,1619913599999,2021-05-01T23:59:59.999000+00:00,57697.25,58458.07,56956.14,57800.37,57707.104999999996,42600.351836
1619913600000,2021-05-02T00:00:00+00:00,1619999999999,2021-05-02T23:59:59.999000+00:00,57797.35,57911.02,56035.25,56578.21,56973.134999999995,36812.878863
1620000000000,2021-05-03T00:00:00+00:00,1620086399999,2021-05-03T23:59:59.999000+00:00,56578.21,58981.44,56435.0,57169.39,57708.22,57649.931286
1620086400000,2021-05-04T00:00:00+00:00,1620172799999,2021-05-04T23:59:59.999000+00:00,57169.39,57200.0,53046.69,53200.01,55123.345,85324.625903
1620172800000,2021-05-05T00:00:00+00:00,1620259199999,2021-05-05T23:59:59.999000+00:00,53205.05,58069.82,52900.0,57436.11,55484.91,77263.923439
1620259200000,2021-05-06T00:00:00+00:00,1620345599999,2021-05-06T23:59:59.999000+00:00,57436.11,58360.0,55200.0,56393.68,56780.0,70181.671908
1620345600000,2021-05-07T00:00:00+00:00,1620431999999,2021-05-07T23:59:59.999000+00:00,56393.68,58650.0,55241.63,57314.75,56945.815,74542.747829
1620432000000,2021-05-08T00:00:00+00:00,1620518399999,2021-05-08T23:59:59.999000+00:00,57315.49,59500.0,56900.0,58862.05,58200.0,69709.906028
1620518400000,2021-05-09T00:00:00+00:00,1620604799999,2021-05-09T23:59:59.999000+00:00,58866.53,59300.0,56235.66,58240.84,57767.83,69806.11991
1620604800000,2021-05-10T00:00:00+00:00,1620691199999,2021-05-10T23:59:59.999000+00:00,58240.83,59500.0,53400.0,55816.14,56450.0,89586.34925
1620691200000,2021-05-11T00:00:00+00:00,1620777599999,2021-05-11T23:59:59.999000+00:00,55816.14,56862.43,54370.0,56670.02,55616.215,64329.54055
1620777600000,2021-05-12T00:00:00+00:00,1620863999999,2021-05-12T23:59:59.999000+00:00,56670.02,58000.01,48600.0,49631.32,53300.005000000005,99842.789836
1620864000000,2021-05-13T00:00:00+00:00,1620950399999,2021-05-13T23:59:59.999000+00:00,49537.15,51367.19,46000.0,49670.97,48683.595,147332.002121
1620950400000,2021-05-14T00:00:00+00:00,1621036799999,2021-05-14T23:59:59.999000+00:00,49671.92,51483.0,48799.75,49841.45,50141.375,80082.204306
1621036800000,2021-05-15T00:00:00+00:00,1621123199999,2021-05-15T23:59:59.999000+00:00,49844.16,50700.0,46555.0,46762.99,48627.5,89437.449359
1621123200000,2021-05-16T00:00:00+00:00,1621209599999,2021-05-16T23:59:59.999000+00:00,46762.99,49795.89,43825.39,46431.5,46810.64,114269.812775
1621209600000,2021-05-17T00:00:00+00:00,1621295999999,2021-05-17T23:59:59.999000+00:00,46426.83,46686.0,42001.0,43538.04,44343.5,166657.172736
1621296000000,2021-05-18T00:00:00+00:00,1621382399999,2021-05-18T23:59:59.999000+00:00,43538.02,45799.29,42250.02,42849.78,44024.655,116979.860784
1621382400000,2021-05-19T00:00:00+00:00,1621468799999,2021-05-19T23:59:59.999000+00:00,42849.78,43584.9,30000.0,36690.09,36792.45,354347.243161
1621468800000,2021-05-20T00:00:00+00:00,1621555199999,2021-05-20T23:59:59.999000+00:00,36671.23,42451.67,34850.0,40526.64,38650.835,203017.596923
1621555200000,2021-05-21T00:00:00+00:00,1621641599999,2021-05-21T23:59:59.999000+00:00,40525.39,42200.0,33488.0,37252.01,37844.0,202100.888258
1621641600000,2021-05-22T00:00:00+00:00,1621727999999,2021-05-22T23:59:59.999000+00:00,37263.35,38829.0,35200.62,37449.73,37014.81,126542.243689
1621728000000,2021-05-23T00:00:00+00:00,1621814399999,2021-05-23T23:59:59.999000+00:00,37458.51,38270.64,31111.01,34655.25,34690.825,217136.046593
1621814400000,2021-05-24T00:00:00+00:00,1621900799999,2021-05-24T23:59:59.999000+00:00,34681.44,39920.0,34031.0,38796.29,36975.5,161630.893971
1621900800000,2021-05-25T00:00:00+00:00,1621987199999,2021-05-25T23:59:59.999000+00:00,38810.99,39791.77,36419.62,38324.72,38105.695,111996.228404
1621987200000,2021-05-26T00:00:00+00:00,1622073599999,2021-05-26T23:59:59.999000+00:00,38324.72,40841.0,37800.44,39241.91,39320.72,104780.773396
1622073600000,2021-05-27T00:00:00+00:00,1622159999999,2021-05-27T23:59:59.999000+00:00,39241.92,40411.14,37134.27,38529.98,38772.705,86547.158794
1622160000000,2021-05-28T00:00:00+00:00,1622246399999,2021-05-28T23:59:59.999000+00:00,38529.99,38877.83,34684.0,35663.49,36780.915,135377.62972
1622246400000,2021-05-29T00:00:00+00:00,1622332799999,2021-05-29T23:59:59.999000+00:00,35661.79,37338.58,33632.76,34605.15,35485.67,112663.092689
1622332800000,2021-05-30T00:00:00+00:00,1622419199999,2021-05-30T23:59:59.999000+00:00,34605.15,36488.0,33379.0,35641.27,34933.5,73535.386967
1622419200000,2021-05-31T00:00:00+00:00,1622505599999,2021-05-31T23:59:59.999000+00:00,35641.26,37499.0,34153.84,37253.81,35826.42,94160.735289
1622505600000,2021-06-01T00:00:00+00:00,1622591999999,2021-06-01T23:59:59.999000+00:00,37253.82,37894.81,35666.0,36693.09,36780.405,81234.66377
1622592000000,2021-06-02T00:00:00+00:00,1622678399999,2021-06-02T23:59:59.999000+00:00,36694.85,38225.0,35920.0,37568.68,37072.5,67587.372495
1622678400000,2021-06-03T00:00:00+00:00,1622764799999,2021-06-03T23:59:59.999000+00:00,37568.68,39476.0,37170.0,39246.79,38323.0,75889.106011
1622764800000,2021-06-04T00:00:00+00:00,1622851199999,2021-06-04T23:59:59.999000+00:00,39246.78,39289.07,35555.15,36829.0,37422.11,91317.799245
1622851200000,2021-06-05T00:00:00+00:00,1622937599999,2021-06-05T23:59:59.999000+00:00,36829.15,37925.0,34800.0,35513.2,36362.5,70459.62149
1622937600000,2021-06-06T00:00:00+00:00,1623023999999,2021-06-06T23:59:59.999000+00:00,35516.07,36480.0,35222.0,35796.31,35851.0,47650.206637
1623024000000,2021-06-07T00:00:00+00:00,1623110399999,2021-06-07T23:59:59.999000+00:00,35796.31,36900.0,33300.0,33552.79,35100.0,77574.952573
1623110400000,2021-06-08T00:00:00+00:00,1623196799999,2021-06-08T23:59:59.999000+00:00,33556.96,34068.01,31000.0,33380.81,32534.005,123251.189037
1623196800000,2021-06-09T00:00:00+00:00,1623283199999,2021-06-09T23:59:59.999000+00:00,33380.8,37534.79,32396.82,37388.05,34965.805,136607.597517
1623283200000,2021-06-10T00:00:00+00:00,1623369599999,2021-06-10T23:59:59.999000+00:00,37388.05,38491.0,35782.0,36675.72,37136.5,109527.284943
1623369600000,2021-06-11T00:00:00+00:00,1623455999999,2021-06-11T23:59:59.999000+00:00,36677.83,37680.4,35936.77,37331.98,36808.585,78466.0053
1623456000000,2021-06-12T00:00:00+00:00,1623542399999,2021-06-12T23:59:59.999000+00:00,37331.98,37463.63,34600.36,35546.11,36031.994999999995,87717.54999
1623542400000,2021-06-13T00:00:00+00:00,1623628799999,2021-06-13T23:59:59.999000+00:00,35546.12,39380.0,34757.0,39020.57,37068.5,86921.025555
1623628800000,2021-06-14T00:00:00+00:00,1623715199999,2021-06-14T23:59:59.999000+00:00,39020.56,41064.05,38730.0,40516.29,39897.025,108522.391949
1623715200000,2021-06-15T00:00:00+00:00,1623801599999,2021-06-15T23:59:59.999000+00:00,40516.28,41330.0,39506.4,40144.04,40418.2,80679.622838
1623801600000,2021-06-16T00:00:00+00:00,1623887999999,2021-06-16T23:59:59.999000+00:00,40143.8,40527.14,38116.01,38349.01,39321.575,87771.976937
1623888000000,2021-06-17T00:00:00+00:00,1623974399999,2021-06-17T23:59:59.999000+00:00,38349.0,39559.88,37365.0,38092.97,38462.44,79541.307119
1623974400000,2021-06-18T00:00:00+00:00,1624060799999,2021-06-18T23:59:59.999000+00:00,38092.97,38202.84,35129.29,35819.84,36666.065,95228.042935
1624060800000,2021-06-19T00:00:00+00:00,1624147199999,2021-06-19T23:59:59.999000+00:00,35820.48,36457.0,34803.52,35483.72,35630.259999999995,68712.449461
1624147200000,2021-06-20T00:00:00+00:00,1624233599999,2021-06-20T23:59:59.999000+00:00,35483.72,36137.72,33336.0,35600.16,34736.86,89878.17085
1624233600000,2021-06-21T00:00:00+00:00,1624319999999,2021-06-21T23:59:59.999000+00:00,35600.17,35750.0,31251.23,31608.93,33500.615,168778.873159
1624320000000,2021-06-22T00:00:00+00:00,1624406399999,2021-06-22T23:59:59.999000+00:00,31614.12,33298.78,28805.0,32509.56,31051.89,204208.179762
