open_time_ms,open_time,close_time_ms,close_time,mark_open,mark_high,mark_low,mark_close,mark_hl2
1609459200000,2021-01-01T00:00:00+00:00,1609545599999,2021-01-01T23:59:59.999000+00:00,28955.91887778,29691.8346904,28724.75638106,29390.37581111,29208.29553573
1609545600000,2021-01-02T00:00:00+00:00,1609631999999,2021-01-02T23:59:59.999000+00:00,29390.01581111,33310.5197351,29030.6,32191.3,31170.55986755
1609632000000,2021-01-03T00:00:00+00:00,1609718399999,2021-01-03T23:59:59.999000+00:00,32191.3,34832.52371591,32023.75107424,33080.4,33428.137395075
1609718400000,2021-01-04T00:00:00+00:00,1609804799999,2021-01-04T23:59:59.999000+00:00,33080.4,33679.0,28292.59263455,32040.1,30985.796317275002
1609804800000,2021-01-05T00:00:00+00:00,1609891199999,2021-01-05T23:59:59.999000+00:00,32040.1,34547.07420833,29929.3,34080.6,32238.187104165
1609891200000,2021-01-06T00:00:00+00:00,1609977599999,2021-01-06T23:59:59.999000+00:00,34076.4,37014.87193308,33401.8,36847.8,35208.335966540006
1609977600000,2021-01-07T00:00:00+00:00,1610063999999,2021-01-07T23:59:59.999000+00:00,36870.20669571,40446.98294444,36391.52898592,39498.1,38419.25596518
1610064000000,2021-01-08T00:00:00+00:00,1610150399999,2021-01-08T23:59:59.999000+00:00,39498.0,42024.97596414,36625.17310537,40626.39025758,39325.074534755
1610150400000,2021-01-09T00:00:00+00:00,1610236799999,2021-01-09T23:59:59.999000+00:00,40628.34725758,41469.96197727,38798.54443198,40284.6,40134.253204625
1610236800000,2021-01-10T00:00:00+00:00,1610323199999,2021-01-10T23:59:59.999000+00:00,40280.2,41533.3,35127.37170404,38206.8,38330.33585202
1610323200000,2021-01-11T00:00:00+00:00,1610409599999,2021-01-11T23:59:59.999000+00:00,38199.20947576,38281.50148788,30393.79160707,35414.1639548,34337.646547475
1610409600000,2021-01-12T00:00:00+00:00,1610495999999,2021-01-12T23:59:59.999000+00:00,35395.46031843,36671.22358434,32533.70164773,34044.60867284,34602.462616035
1610496000000,2021-01-13T00:00:00+00:00,1610582399999,2021-01-13T23:59:59.999000+00:00,34045.35,37824.92045221,32366.50583311,37389.7947096,35095.713142659995
1610582400000,2021-01-14T00:00:00+00:00,1610668799999,2021-01-14T23:59:59.999000+00:00,37391.2,40115.27454091,36773.3,39151.3,38444.287270455
1610668800000,2021-01-15T00:00:00+00:00,1610755199999,2021-01-15T23:59:59.999000+00:00,39145.26163636,39735.37440556,34427.74856634,36745.39212374,37081.56148595
1610755200000,2021-01-16T00:00:00+00:00,1610841599999,2021-01-16T23:59:59.999000+00:00,36741.1,37992.9,35394.20199066,36025.48537753,36693.550995330006
1610841600000,2021-01-17T00:00:00+00:00,1610927999999,2021-01-17T23:59:59.999000+00:00,36017.8,36877.23588384,33857.97137688,35870.09082955,35367.60363036
1610928000000,2021-01-18T00:00:00+00:00,1611014399999,2021-01-18T23:59:59.999000+00:00,35869.9,37492.52202778,34791.81513831,36677.40768157,36142.168583045
1611014400000,2021-01-19T00:00:00+00:00,1611100799999,2021-01-19T23:59:59.999000+00:00,36677.41859066,37926.25585556,35913.83349531,35913.83349531,36920.044675435
1611100800000,2021-01-20T00:00:00+00:00,1611187199999,2021-01-20T23:59:59.999000+00:00,35924.51081818,36422.49484066,33408.93243308,35522.91143662,34915.71363687
1611187200000,2021-01-21T00:00:00+00:00,1611273599999,2021-01-21T23:59:59.999000+00:00,35506.0,35639.08572449,30032.91698384,30832.87074342,32836.001354165004
1611273600000,2021-01-22T00:00:00+00:00,1611359999999,2021-01-22T23:59:59.999000+00:00,30832.87063636,33849.0,28804.93211641,33015.1,31326.966058205
1611360000000,2021-01-23T00:00:00+00:00,1611446399999,2021-01-23T23:59:59.999000+00:00,33003.75909091,33485.93680278,31425.61259153,32110.41763232,32455.774697155
1611446400000,2021-01-24T00:00:00+00:00,1611532799999,2021-01-24T23:59:59.999000+00:00,32110.41763232,33097.12817348,30956.87395466,32274.87339722,32027.00106407
1611532800000,2021-01-25T00:00:00+00:00,1611619199999,2021-01-25T23:59:59.999000+00:00,32280.90066995,34883.14690338,31929.23749798,32278.0,33406.19220068
1611619200000,2021-01-26T00:00:00+00:00,1611705599999,2021-01-26T23:59:59.999000+00:00,32272.9,32930.55627306,30839.38036692,32502.5,31884.96831999
