funding_time_ms,funding_time,funding_rate
1622505600018,2021-06-01T00:00:00.018000+00:00,0.0001
1622534400007,2021-06-01T08:00:00.007000+00:00,0.0001
1622563200001,2021-06-01T16:00:00.001000+00:00,0.0001
1622592000000,2021-06-02T00:00:00+00:00,-6.018e-05
1622620800000,2021-06-02T08:00:00+00:00,0.0001
1622649600007,2021-06-02T16:00:00.007000+00:00,0.0001
1622678400011,2021-06-03T00:00:00.011000+00:00,0.0001
1622707200003,2021-06-03T08:00:00.003000+00:00,1.77e-05
1622736000000,2021-06-03T16:00:00+00:00,7.65e-05
1622764800009,2021-06-04T00:00:00.009000+00:00,2.4e-05
1622793600000,2021-06-04T08:00:00+00:00,0.0001
1622822400000,2021-06-04T16:00:00+00:00,-9.565e-05
1622851200003,2021-06-05T00:00:00.003000+00:00,-3.619e-05
1622880000000,2021-06-05T08:00:00+00:00,0.0001
1622908800000,2021-06-05T16:00:00+00:00,0.0001
1622937600000,2021-06-06T00:00:00+00:00,0.0001
1622966400005,2021-06-06T08:00:00.005000+00:00,0.0001
1622995200017,2021-06-06T16:00:00.017000+00:00,0.0001
1623024000000,2021-06-07T00:00:00+00:00,0.0001
1623052800000,2021-06-07T08:00:00+00:00,0.0001
1623081600001,2021-06-07T16:00:00.001000+00:00,0.0001
1623110400006,2021-06-08T00:00:00.006000+00:00,-0.00015498
1623139200000,2021-06-08T08:00:00+00:00,-0.00022184
1623168000001,2021-06-08T16:00:00.001000+00:00,0.0001
1623196800001,2021-06-09T00:00:00.001000+00:00,-6.419e-05
1623225600000,2021-06-09T08:00:00+00:00,-8.008e-05
1623254400000,2021-06-09T16:00:00+00:00,-3.871e-05
1623283200007,2021-06-10T00:00:00.007000+00:00,0.0001
1623312000003,2021-06-10T08:00:00.003000+00:00,0.0001
1623340800000,2021-06-10T16:00:00+00:00,4.95e-05
1623369600008,2021-06-11T00:00:00.008000+00:00,0.0001
1623398400003,2021-06-11T08:00:00.003000+00:00,0.0001
1623427200003,2021-06-11T16:00:00.003000+00:00,0.0001
1623456000000,2021-06-12T00:00:00+00:00,4.675e-05
1623484800000,2021-06-12T08:00:00+00:00,-5.126e-05
1623513600001,2021-06-12T16:00:00.001000+00:00,-0.00010502
1623542400003,2021-06-13T00:00:00.003000+00:00,7.399e-05
1623571200009,2021-06-13T08:00:00.009000+00:00,-9.807e-05
1623600000002,2021-06-13T16:00:00.002000+00:00,-1.331e-05
1623628800001,2021-06-14T00:00:00.001000+00:00,0.0001
1623657600019,2021-06-14T08:00:00.019000+00:00,0.0001
1623686400004,2021-06-14T16:00:00.004000+00:00,0.0001
1623715200000,2021-06-15T00:00:00+00:00,-5.98e-06
1623744000004,2021-06-15T08:00:00.004000+00:00,0.0001
1623772800009,2021-06-15T16:00:00.009000+00:00,0.0001
1623801600001,2021-06-16T00:00:00.001000+00:00,-0.00018235
1623830400002,2021-06-16T08:00:00.002000+00:00,7.6e-07
1623859200004,2021-06-16T16:00:00.004000+00:00,1.833e-05
1623888000001,2021-06-17T00:00:00.001000+00:00,-0.00023939
1623916800001,2021-06-17T08:00:00.001000+00:00,-6.732e-05
1623945600002,2021-06-17T16:00:00.002000+00:00,0.0001
1623974400017,2021-06-18T00:00:00.017000+00:00,-0.0003516
1624003200010,2021-06-18T08:00:00.010000+00:00,-0.00020399
1624032000000,2021-06-18T16:00:00+00:00,-4.905e-05
1624060800013,2021-06-19T00:00:00.013000+00:00,-0.00023399
1624089600000,2021-06-19T08:00:00+00:00,-0.00026534
1624118400001,2021-06-19T16:00:00.001000+00:00,-0.0001912
1624147200011,2021-06-20T00:00:00.011000+00:00,-3.492e-05
1624176000001,2021-06-20T08:00:00.001000+00:00,5.465e-05
1624204800003,2021-06-20T16:00:00.003000+00:00,-0.0003518
1624233600012,2021-06-21T00:00:00.012000+00:00,0.0001
1624262400000,2021-06-21T08:00:00+00:00,-0.00029049
1624291200021,2021-06-21T16:00:00.021000+00:00,-0.00015083
1624320000006,2021-06-22T00:00:00.006000+00:00,-0.00013967
1624348800009,2021-06-22T08:00:00.009000+00:00,7.653e-05
1624377600001,2021-06-22T16:00:00.001000+00:00,-0.00047236
1624406400010,2021-06-23T00:00:00.010000+00:00,-7.885e-05
1624435200000,2021-06-23T08:00:00+00:00,-4.356e-05
1624464000001,2021-06-23T16:00:00.001000+00:00,-9.532e-05
1624492800013,2021-06-24T00:00:00.013000+00:00,-6.502e-05
1624521600009,2021-06-24T08:00:00.009000+00:00,-0.00012093
1624550400000,2021-06-24T16:00:00+00:00,-0.00012316
1624579200000,2021-06-25T00:00:00+00:00,8.08e-05
1624608000019,2021-06-25T08:00:00.019000+00:00,5.504e-05
1624636800005,2021-06-25T16:00:00.005000+00:00,5.514e-05
1624665600000,2021-06-26T00:00:00+00:00,-0.00028226
1624694400005,2021-06-26T08:00:00.005000+00:00,-0.00023256
1624723200002,2021-06-26T16:00:00.002000+00:00,-0.00010929
1624752000004,2021-06-27T00:00:00.004000+00:00,-0.00010355
1624780800000,2021-06-27T08:00:00+00:00,-0.00036912
1624809600000,2021-06-27T16:00:00+00:00,-0.00025796
1624838400021,2021-06-28T00:00:00.021000+00:00,3.626e-05
1624867200015,2021-06-28T08:00:00.015000+00:00,0.0001
1624896000000,2021-06-28T16:00:00+00:00,0.0001
1624924800008,2021-06-29T00:00:00.008000+00:00,0.0001
1624953600005,2021-06-29T08:00:00.005000+00:00,0.0001
1624982400000,2021-06-29T16:00:00+00:00,8.048e-05
1625011200002,2021-06-30T00:00:00.002000+00:00,0.0001
1625040000001,2021-06-30T08:00:00.001000+00:00,0.0001
1625068800016,2021-06-30T16:00:00.016000+00:00,4.717e-05
1625097600000,2021-07-01T00:00:00+00:00,4.014e-05
1625126400004,2021-07-01T08:00:00.004000+00:00,9.81e-05
1625155200026,2021-07-01T16:00:00.026000+00:00,-8.14e-05
1625184000002,2021-07-02T00:00:00.002000+00:00,-3.39e-06
1625212800002,2021-07-02T08:00:00.002000+00:00,6.884e-05
1625241600005,2021-07-02T16:00:00.005000+00:00,4.631e-05
1625270400000,2021-07-03T00:00:00+00:00,-8.573e-05
1625299200003,2021-07-03T08:00:00.003000+00:00,0.0001
1625328000000,2021-07-03T16:00:00+00:00,7.023e-05
1625356800000,2021-07-04T00:00:00+00:00,0.0001
1625385600002,2021-07-04T08:00:00.002000+00:00,4.851e-05
1625414400020,2021-07-04T16:00:00.020000+00:00,7.294e-05
1625443200004,2021-07-05T00:00:00.004000+00:00,0.0001
1625472000001,2021-07-05T08:00:00.001000+00:00,6.428e-05
1625500800000,2021-07-05T16:00:00+00:00,-0.00027287
1625529600000,2021-07-06T00:00:00+00:00,-1.229e-05
1625558400017,2021-07-06T08:00:00.017000+00:00,0.0001
1625587200005,2021-07-06T16:00:00.005000+00:00,-4.622e-05
1625616000008,2021-07-07T00:00:00.008000+00:00,-9.425e-05
1625644800006,2021-07-07T08:00:00.006000+00:00,0.0001
1625673600005,2021-07-07T16:00:00.005000+00:00,0.0001
1625702400006,2021-07-08T00:00:00.006000+00:00,-0.00011676
1625731200000,2021-07-08T08:00:00+00:00,-7.79e-05
1625760000005,2021-07-08T16:00:00.005000+00:00,-7.158e-05
1625788800005,2021-07-09T00:00:00.005000+00:00,0.0001
1625817600005,2021-07-09T08:00:00.005000+00:00,6.066e-05
1625846400002,2021-07-09T16:00:00.002000+00:00,8.423e-05
1625875200006,2021-07-10T00:00:00.006000+00:00,0.0001
1625904000002,2021-07-10T08:00:00.002000+00:00,0.0001
1625932800005,2021-07-10T16:00:00.005000+00:00,0.0001
1625961600001,2021-07-11T00:00:00.001000+00:00,3.155e-05
1625990400025,2021-07-11T08:00:00.025000+00:00,0.0001
1626019200002,2021-07-11T16:00:00.002000+00:00,0.0001
1626048000004,2021-07-12T00:00:00.004000+00:00,0.0001
1626076800017,2021-07-12T08:00:00.017000+00:00,0.0001
1626105600002,2021-07-12T16:00:00.002000+00:00,8.777e-05
1626134400000,2021-07-13T00:00:00+00:00,-0.00011286
1626163200017,2021-07-13T08:00:00.017000+00:00,7.435e-05
1626192000000,2021-07-13T16:00:00+00:00,-0.00016013
1626220800000,2021-07-14T00:00:00+00:00,4.78e-05
1626249600000,2021-07-14T08:00:00+00:00,-0.00019326
1626278400000,2021-07-14T16:00:00+00:00,-5.96e-05
1626307200001,2021-07-15T00:00:00.001000+00:00,-8.74e-06
1626336000000,2021-07-15T08:00:00+00:00,0.0001
1626364800017,2021-07-15T16:00:00.017000+00:00,-0.00012245
1626393600000,2021-07-16T00:00:00+00:00,-0.00010726
1626422400000,2021-07-16T08:00:00+00:00,0.0001
1626451200006,2021-07-16T16:00:00.006000+00:00,0.0001
1626480000000,2021-07-17T00:00:00+00:00,-2.342e-05
1626508800006,2021-07-17T08:00:00.006000+00:00,-0.00014128
1626537600009,2021-07-17T16:00:00.009000+00:00,-7.24e-05
1626566400000,2021-07-18T00:00:00+00:00,6.461e-05
1626595200000,2021-07-18T08:00:00+00:00,0.0001
1626624000009,2021-07-18T16:00:00.009000+00:00,-9.788e-05
1626652800000,2021-07-19T00:00:00+00:00,-4.82e-06
1626681600000,2021-07-19T08:00:00+00:00,8.602e-05
1626710400001,2021-07-19T16:00:00.001000+00:00,-9.043e-05
1626739200017,2021-07-20T00:00:00.017000+00:00,-0.00021095
1626768000011,2021-07-20T08:00:00.011000+00:00,-0.00016873
1626796800000,2021-07-20T16:00:00+00:00,-0.00021346
1626825600021,2021-07-21T00:00:00.021000+00:00,-0.00014062
1626854400006,2021-07-21T08:00:00.006000+00:00,-9.856e-05
1626883200021,2021-07-21T16:00:00.021000+00:00,-2.523e-05
1626912000003,2021-07-22T00:00:00.003000+00:00,4.001e-05
1626940800006,2021-07-22T08:00:00.006000+00:00,-4.005e-05
1626969600013,2021-07-22T16:00:00.013000+00:00,0.0001
1626998400002,2021-07-23T00:00:00.002000+00:00,7.523e-05
1627027200000,2021-07-23T08:00:00+00:00,2.833e-05
1627056000002,2021-07-23T16:00:00.002000+00:00,6.034e-05
1627084800000,2021-07-24T00:00:00+00:00,-0.00015819
1627113600002,2021-07-24T08:00:00.002000+00:00,-0.00022587
1627142400005,2021-07-24T16:00:00.005000+00:00,-0.00012253
1627171200000,2021-07-25T00:00:00+00:00,-0.00019581
1627200000005,2021-07-25T08:00:00.005000+00:00,-5.085e-05
1627228800009,2021-07-25T16:00:00.009000+00:00,3.27e-05
1627257600015,2021-07-26T00:00:00.015000+00:00,-0.00016102
1627286400017,2021-07-26T08:00:00.017000+00:00,0.0001
1627315200002,2021-07-26T16:00:00.002000+00:00,0.0001
1627344000000,2021-07-27T00:00:00+00:00,0.0001
1627372800017,2021-07-27T08:00:00.017000+00:00,-0.00010971
1627401600001,2021-07-27T16:00:00.001000+00:00,1.219e-05
1627430400005,2021-07-28T00:00:00.005000+00:00,0.0001
1627459200001,2021-07-28T08:00:00.001000+00:00,0.0001
1627488000007,2021-07-28T16:00:00.007000+00:00,0.0001
1627516800000,2021-07-29T00:00:00+00:00,0.0001
1627545600000,2021-07-29T08:00:00+00:00,0.0001
1627574400000,2021-07-29T16:00:00+00:00,0.0001
1627603200004,2021-07-30T00:00:00.004000+00:00,0.0001
1627632000000,2021-07-30T08:00:00+00:00,0.0001
1627660800004,2021-07-30T16:00:00.004000+00:00,-7.179e-05
1627689600001,2021-07-31T00:00:00.001000+00:00,0.0001
1627718400000,2021-07-31T08:00:00+00:00,0.0001
1627747200003,2021-07-31T16:00:00.003000+00:00,0.0001
1627776000001,2021-08-01T00:00:00.001000+00:00,2.486e-05
1627804800024,2021-08-01T08:00:00.024000+00:00,8.756e-05
1627833600000,2021-08-01T16:00:00+00:00,0.0001
1627862400000,2021-08-02T00:00:00+00:00,-4.874e-05
1627891200000,2021-08-02T08:00:00+00:00,-3.639e-05
1627920000022,2021-08-02T16:00:00.022000+00:00,-3.831e-05
1627948800000,2021-08-03T00:00:00+00:00,9.973e-05
1627977600000,2021-08-03T08:00:00+00:00,1.239e-05
1628006400001,2021-08-03T16:00:00.001000+00:00,0.0001
1628035200001,2021-08-04T00:00:00.001000+00:00,0.0001
1628064000000,2021-08-04T08:00:00+00:00,0.0001
1628092800000,2021-08-04T16:00:00+00:00,3.816e-05
1628121600001,2021-08-05T00:00:00.001000+00:00,0.0001
1628150400004,2021-08-05T08:00:00.004000+00:00,0.0001
1628179200003,2021-08-05T16:00:00.003000+00:00,2.69e-05
1628208000004,2021-08-06T00:00:00.004000+00:00,0.0001
1628236800012,2021-08-06T08:00:00.012000+00:00,0.0001
1628265600003,2021-08-06T16:00:00.003000+00:00,0.0001
1628294400019,2021-08-07T00:00:00.019000+00:00,0.0001
1628323200000,2021-08-07T08:00:00+00:00,0.0001
1628352000003,2021-08-07T16:00:00.003000+00:00,0.0001
1628380800000,2021-08-08T00:00:00+00:00,0.0001
1628409600001,2021-08-08T08:00:00.001000+00:00,0.0001
1628438400014,2021-08-08T16:00:00.014000+00:00,0.0001
1628467200014,2021-08-09T00:00:00.014000+00:00,0.0001
1628496000000,2021-08-09T08:00:00+00:00,0.0001
1628524800000,2021-08-09T16:00:00+00:00,0.0001
1628553600009,2021-08-10T00:00:00.009000+00:00,0.0001
1628582400005,2021-08-10T08:00:00.005000+00:00,0.0001
1628611200005,2021-08-10T16:00:00.005000+00:00,0.0001
1628640000000,2021-08-11T00:00:00+00:00,0.0001
1628668800009,2021-08-11T08:00:00.009000+00:00,0.0001
1628697600004,2021-08-11T16:00:00.004000+00:00,0.0001
1628726400000,2021-08-12T00:00:00+00:00,0.0001
1628755200000,2021-08-12T08:00:00+00:00,-8.046e-05
1628784000004,2021-08-12T16:00:00.004000+00:00,0.0001
1628812800001,2021-08-13T00:00:00.001000+00:00,5.093e-05
1628841600000,2021-08-13T08:00:00+00:00,0.0001
1628870400004,2021-08-13T16:00:00.004000+00:00,0.0001
1628899200006,2021-08-14T00:00:00.006000+00:00,0.0001
1628928000004,2021-08-14T08:00:00.004000+00:00,0.0001
1628956800000,2021-08-14T16:00:00+00:00,-0.00014457
1628985600007,2021-08-15T00:00:00.007000+00:00,7.725e-05
1629014400000,2021-08-15T08:00:00+00:00,0.0001
1629043200000,2021-08-15T16:00:00+00:00,5.91e-06
1629072000012,2021-08-16T00:00:00.012000+00:00,0.0001
1629100800000,2021-08-16T08:00:00+00:00,0.0001
1629129600010,2021-08-16T16:00:00.010000+00:00,0.0001
1629158400001,2021-08-17T00:00:00.001000+00:00,0.0001
1629187200018,2021-08-17T08:00:00.018000+00:00,0.0001
1629216000013,2021-08-17T16:00:00.013000+00:00,0.0001
1629244800001,2021-08-18T00:00:00.001000+00:00,0.0001
1629273600000,2021-08-18T08:00:00+00:00,6.241e-05
1629302400008,2021-08-18T16:00:00.008000+00:00,0.0001
1629331200000,2021-08-19T00:00:00+00:00,0.0001
1629360000001,2021-08-19T08:00:00.001000+00:00,0.0001
1629388800027,2021-08-19T16:00:00.027000+00:00,0.0001
1629417600001,2021-08-20T00:00:00.001000+00:00,0.0001
1629446400007,2021-08-20T08:00:00.007000+00:00,0.0001
1629475200000,2021-08-20T16:00:00+00:00,0.0001
1629504000002,2021-08-21T00:00:00.002000+00:00,0.0001
1629532800001,2021-08-21T08:00:00.001000+00:00,0.0001
1629561600000,2021-08-21T16:00:00+00:00,0.0001
1629590400005,2021-08-22T00:00:00.005000+00:00,0.0001
1629619200012,2021-08-22T08:00:00.012000+00:00,0.0001
1629648000000,2021-08-22T16:00:00+00:00,0.0001
1629676800000,2021-08-23T00:00:00+00:00,0.0001
1629705600011,2021-08-23T08:00:00.011000+00:00,0.0001
1629734400010,2021-08-23T16:00:00.010000+00:00,0.0001
1629763200015,2021-08-24T00:00:00.015000+00:00,0.0001
1629792000004,2021-08-24T08:00:00.004000+00:00,0.0001
1629820800000,2021-08-24T16:00:00+00:00,0.0001
1629849600015,2021-08-25T00:00:00.015000+00:00,0.0001
1629878400002,2021-08-25T08:00:00.002000+00:00,0.0001
1629907200004,2021-08-25T16:00:00.004000+00:00,0.0001
1629936000000,2021-08-26T00:00:00+00:00,0.0001
1629964800016,2021-08-26T08:00:00.016000+00:00,0.0001
1629993600002,2021-08-26T16:00:00.002000+00:00,8.997e-05
1630022400010,2021-08-27T00:00:00.010000+00:00,9.307e-05
1630051200002,2021-08-27T08:00:00.002000+00:00,0.0001
1630080000012,2021-08-27T16:00:00.012000+00:00,0.0001
1630108800004,2021-08-28T00:00:00.004000+00:00,0.0001
1630137600000,2021-08-28T08:00:00+00:00,0.0001
1630166400000,2021-08-28T16:00:00+00:00,0.0001
1630195200000,2021-08-29T00:00:00+00:00,0.0001
1630224000009,2021-08-29T08:00:00.009000+00:00,0.0001
1630252800005,2021-08-29T16:00:00.005000+00:00,0.0001
1630281600000,2021-08-30T00:00:00+00:00,0.0001
1630310400004,2021-08-30T08:00:00.004000+00:00,0.0001
1630339200004,2021-08-30T16:00:00.004000+00:00,0.0001
1630368000005,2021-08-31T00:00:00.005000+00:00,0.0001
1630396800008,2021-08-31T08:00:00.008000+00:00,0.0001
1630425600012,2021-08-31T16:00:00.012000+00:00,0.0001
1630454400012,2021-09-01T00:00:00.012000+00:00,0.0001
1630483200000,2021-09-01T08:00:00+00:00,0.0001
1630512000014,2021-09-01T16:00:00.014000+00:00,0.0001
1630540800005,2021-09-02T00:00:00.005000+00:00,0.0001
1630569600007,2021-09-02T08:00:00.007000+00:00,0.00021753
1630598400011,2021-09-02T16:00:00.011000+00:00,0.00024435
1630627200000,2021-09-03T00:00:00+00:00,0.0001
1630656000008,2021-09-03T08:00:00.008000+00:00,0.0001
1630684800000,2021-09-03T16:00:00+00:00,0.00024186
1630713600003,2021-09-04T00:00:00.003000+00:00,0.00021451
1630742400002,2021-09-04T08:00:00.002000+00:00,0.0001
1630771200006,2021-09-04T16:00:00.006000+00:00,0.0001
1630800000001,2021-09-05T00:00:00.001000+00:00,0.0001
1630828800002,2021-09-05T08:00:00.002000+00:00,0.0001
1630857600006,2021-09-05T16:00:00.006000+00:00,0.0001
1630886400002,2021-09-06T00:00:00.002000+00:00,0.00044409
1630915200002,2021-09-06T08:00:00.002000+00:00,0.00010939
1630944000002,2021-09-06T16:00:00.002000+00:00,0.00015421
1630972800005,2021-09-07T00:00:00.005000+00:00,0.00026674
1631001600015,2021-09-07T08:00:00.015000+00:00,0.00024184
1631030400008,2021-09-07T16:00:00.008000+00:00,0.0001
1631059200010,2021-09-08T00:00:00.010000+00:00,3.326e-05
1631088000011,2021-09-08T08:00:00.011000+00:00,0.0001
1631116800001,2021-09-08T16:00:00.001000+00:00,5.083e-05
1631145600003,2021-09-09T00:00:00.003000+00:00,1.813e-05
1631174400011,2021-09-09T08:00:00.011000+00:00,0.0001
1631203200015,2021-09-09T16:00:00.015000+00:00,-7.648e-05
1631232000001,2021-09-10T00:00:00.001000+00:00,0.0001
1631260800005,2021-09-10T08:00:00.005000+00:00,0.0001
1631289600004,2021-09-10T16:00:00.004000+00:00,0.0001
1631318400000,2021-09-11T00:00:00+00:00,0.0001
1631347200004,2021-09-11T08:00:00.004000+00:00,0.0001
1631376000009,2021-09-11T16:00:00.009000+00:00,0.0001
1631404800005,2021-09-12T00:00:00.005000+00:00,0.0001
1631433600000,2021-09-12T08:00:00+00:00,0.0001
1631462400000,2021-09-12T16:00:00+00:00,0.0001
1631491200000,2021-09-13T00:00:00+00:00,0.0001
1631520000000,2021-09-13T08:00:00+00:00,0.0001
1631548800009,2021-09-13T16:00:00.009000+00:00,9.302e-05
1631577600000,2021-09-14T00:00:00+00:00,0.0001
1631606400007,2021-09-14T08:00:00.007000+00:00,0.0001
1631635200002,2021-09-14T16:00:00.002000+00:00,0.0001
1631664000018,2021-09-15T00:00:00.018000+00:00,0.0001
1631692800000,2021-09-15T08:00:00+00:00,5.57e-05
1631721600004,2021-09-15T16:00:00.004000+00:00,-5.049e-05
1631750400010,2021-09-16T00:00:00.010000+00:00,0.0001
1631779200012,2021-09-16T08:00:00.012000+00:00,0.0001
1631808000002,2021-09-16T16:00:00.002000+00:00,0.0001
1631836800003,2021-09-17T00:00:00.003000+00:00,0.0001
1631865600004,2021-09-17T08:00:00.004000+00:00,0.0001
1631894400000,2021-09-17T16:00:00+00:00,0.0001
1631923200005,2021-09-18T00:00:00.005000+00:00,3.562e-05
1631952000014,2021-09-18T08:00:00.014000+00:00,0.0001
1631980800000,2021-09-18T16:00:00+00:00,0.0001
1632009600010,2021-09-19T00:00:00.010000+00:00,0.0001
1632038400013,2021-09-19T08:00:00.013000+00:00,4.372e-05
1632067200005,2021-09-19T16:00:00.005000+00:00,0.0001
1632096000014,2021-09-20T00:00:00.014000+00:00,0.0001
1632124800010,2021-09-20T08:00:00.010000+00:00,0.0001
1632153600000,2021-09-20T16:00:00+00:00,0.0001
1632182400001,2021-09-21T00:00:00.001000+00:00,0.0001
1632211200001,2021-09-21T08:00:00.001000+00:00,-0.00010566
1632240000005,2021-09-21T16:00:00.005000+00:00,5.914e-05
1632268800000,2021-09-22T00:00:00+00:00,-1.619e-05
1632297600009,2021-09-22T08:00:00.009000+00:00,-9.619e-05
1632326400001,2021-09-22T16:00:00.001000+00:00,-0.00012319
1632355200012,2021-09-23T00:00:00.012000+00:00,-0.00016338
1632384000004,2021-09-23T08:00:00.004000+00:00,2.515e-05
1632412800001,2021-09-23T16:00:00.001000+00:00,3.909e-05
1632441600001,2021-09-24T00:00:00.001000+00:00,-2.75e-05
1632470400014,2021-09-24T08:00:00.014000+00:00,9.523e-05
1632499200009,2021-09-24T16:00:00.009000+00:00,-6.325e-05
1632528000003,2021-09-25T00:00:00.003000+00:00,-9.82e-06
1632556800000,2021-09-25T08:00:00+00:00,0.0001
1632585600000,2021-09-25T16:00:00+00:00,0.0001
1632614400020,2021-09-26T00:00:00.020000+00:00,4.14e-06
1632643200008,2021-09-26T08:00:00.008000+00:00,5.349e-05
1632672000005,2021-09-26T16:00:00.005000+00:00,0.0001
1632700800002,2021-09-27T00:00:00.002000+00:00,0.0001
1632729600001,2021-09-27T08:00:00.001000+00:00,0.0001
1632758400005,2021-09-27T16:00:00.005000+00:00,0.0001
1632787200000,2021-09-28T00:00:00+00:00,0.0001
1632816000014,2021-09-28T08:00:00.014000+00:00,8.776e-05
1632844800003,2021-09-28T16:00:00.003000+00:00,8.98e-05
1632873600000,2021-09-29T00:00:00+00:00,3.555e-05
1632902400000,2021-09-29T08:00:00+00:00,0.0001
1632931200004,2021-09-29T16:00:00.004000+00:00,0.0001
1632960000000,2021-09-30T00:00:00+00:00,-0.00012291
1632988800004,2021-09-30T08:00:00.004000+00:00,0.0001
1633017600003,2021-09-30T16:00:00.003000+00:00,0.0001
